ID Lokasi,Waktu,Suhu Min,Suhu Max,Kelembapan Min,Kelembapan Max,Kelembapan,Suhu,Cuaca,Arah Angin,Kecepatan Angin,Nama Daerah,Kabupaten/Kota,Provinsi,Latitude,Longitude
5008024,2024-10-12 13:00:00,,,,,91,27,1,NE,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 14:00:00,,,,,93,26,1,NE,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 15:00:00,,,,,93,25,0,NE,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 16:00:00,,,,,94,25,0,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 17:00:00,,,,,95,25,1,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 18:00:00,,,,,95,24,1,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 19:00:00,,,,,93,24,1,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 20:00:00,,,,,95,24,1,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 21:00:00,,,,,98,23,1,NW,5,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 22:00:00,,,,,97,23,1,S,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-12 23:00:00,,,,,95,24,1,S,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 00:00:00,,,,,85,26,1,S,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 03:00:00,,,,,51,32,0,S,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 06:00:00,,,,,47,33,3,S,13,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 09:00:00,,,,,61,30,4,S,13,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 12:00:00,22.0,33.0,47.0,97.0,78,27,4,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 15:00:00,,,,,83,25,4,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 18:00:00,,,,,95,24,4,NW,2,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-13 21:00:00,,,,,97,22,4,NW,2,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 00:00:00,,,,,83,26,3,SE,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 03:00:00,,,,,49,32,1,SE,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 06:00:00,,,,,54,31,1,SE,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 09:00:00,,,,,71,28,60,S,7,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 12:00:00,22.0,32.0,49.0,96.0,80,26,3,S,7,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 15:00:00,,,,,84,25,3,S,7,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 18:00:00,,,,,94,23,1,S,7,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-14 21:00:00,,,,,96,22,1,SW,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 00:00:00,,,,,84,25,3,SW,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 03:00:00,,,,,56,30,1,SW,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 06:00:00,,,,,53,31,1,SW,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 09:00:00,,,,,60,29,1,S,6,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 12:00:00,23.0,31.0,53.0,89.0,73,26,1,S,6,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 15:00:00,,,,,73,26,1,S,6,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 18:00:00,,,,,89,23,1,S,6,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-15 21:00:00,,,,,89,23,60,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 00:00:00,,,,,80,25,1,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 03:00:00,,,,,80,25,1,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 06:00:00,,,,,56,31,1,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 09:00:00,,,,,56,31,60,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 12:00:00,23.0,31.0,56.0,89.0,71,26,1,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 15:00:00,,,,,71,26,1,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 18:00:00,,,,,89,23,1,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-16 21:00:00,,,,,89,23,1,W,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-17 00:00:00,,,,,80,25,1,W,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-17 06:00:00,,,,,57,30,4,W,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-17 12:00:00,23.0,30.0,57.0,89.0,75,25,4,S,9,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-17 18:00:00,,,,,89,23,3,S,9,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-18 00:00:00,,,,,82,25,1,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-18 06:00:00,,,,,56,30,1,S,4,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-18 12:00:00,23.0,30.0,56.0,90.0,74,26,1,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-18 18:00:00,,,,,90,23,3,S,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-19 00:00:00,,,,,82,25,3,SE,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-19 06:00:00,,,,,61,30,60,SE,1,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-19 12:00:00,23.0,30.0,61.0,92.0,80,25,4,SE,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-19 18:00:00,,,,,92,23,1,SE,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008024,2024-10-20 00:00:00,,,,,81,25,1,SW,8,Banguntapan,Kab. Bantul,DI Yogyakarta,-7.829,110.411
5008025,2024-10-10 00:00:00,,,,,81,27,1,NE,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 01:00:00,,,,,71,28,1,NE,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 02:00:00,,,,,60,29,1,SE,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 03:00:00,,,,,54,30,1,SE,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 04:00:00,,,,,53,31,1,SE,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 05:00:00,,,,,54,32,1,S,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 06:00:00,,,,,59,32,1,S,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 07:00:00,,,,,61,31,1,S,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 08:00:00,,,,,65,30,1,S,18,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 09:00:00,,,,,68,29,1,S,18,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 10:00:00,,,,,73,28,0,S,18,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 11:00:00,,,,,77,27,1,S,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 12:00:00,24.0,32.0,53.0,99.0,81,26,1,S,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 13:00:00,,,,,83,27,1,S,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 14:00:00,,,,,87,27,1,W,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 15:00:00,,,,,91,27,1,W,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 16:00:00,,,,,93,26,1,W,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 17:00:00,,,,,94,26,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 18:00:00,,,,,96,25,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 19:00:00,,,,,98,25,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 20:00:00,,,,,99,25,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 21:00:00,,,,,99,24,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 22:00:00,,,,,99,24,5,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-10 23:00:00,,,,,97,24,5,N,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 00:00:00,,,,,85,26,1,N,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 01:00:00,,,,,71,28,1,N,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 02:00:00,,,,,61,30,0,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 03:00:00,,,,,55,30,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 04:00:00,,,,,53,31,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 05:00:00,,,,,51,32,1,SE,16,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 06:00:00,,,,,53,32,1,SE,16,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 07:00:00,,,,,56,31,1,SE,16,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 08:00:00,,,,,59,31,1,SE,21,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 09:00:00,,,,,64,29,1,SE,21,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 10:00:00,,,,,69,28,1,SE,21,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 11:00:00,,,,,75,27,1,S,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 12:00:00,23.0,32.0,51.0,94.0,78,27,1,S,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 13:00:00,,,,,78,26,1,S,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 14:00:00,,,,,83,26,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 15:00:00,,,,,86,25,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 16:00:00,,,,,88,25,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 17:00:00,,,,,90,25,1,N,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 18:00:00,,,,,92,24,1,N,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 19:00:00,,,,,93,24,1,N,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 20:00:00,,,,,93,24,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 21:00:00,,,,,92,24,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 22:00:00,,,,,94,23,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-11 23:00:00,,,,,90,24,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 00:00:00,,,,,77,26,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 01:00:00,,,,,69,28,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 02:00:00,,,,,59,31,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 03:00:00,,,,,52,32,1,NW,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 04:00:00,,,,,50,33,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 05:00:00,,,,,58,31,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 06:00:00,,,,,63,30,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 07:00:00,,,,,62,31,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 08:00:00,,,,,65,30,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 09:00:00,,,,,69,29,1,SE,19,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 10:00:00,,,,,74,28,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 11:00:00,,,,,79,27,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 12:00:00,23.0,33.0,50.0,99.0,84,26,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 13:00:00,,,,,88,26,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 14:00:00,,,,,88,26,1,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 15:00:00,,,,,89,25,0,SE,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 16:00:00,,,,,92,25,0,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 17:00:00,,,,,93,25,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 18:00:00,,,,,94,24,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 19:00:00,,,,,96,24,0,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 20:00:00,,,,,98,23,1,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 21:00:00,,,,,99,23,5,NW,1,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 22:00:00,,,,,99,23,5,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-12 23:00:00,,,,,96,24,1,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 00:00:00,,,,,83,26,1,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 03:00:00,,,,,53,32,0,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 06:00:00,,,,,53,32,3,SE,21,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 09:00:00,,,,,66,29,4,SE,21,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 12:00:00,23.0,32.0,53.0,97.0,82,26,4,S,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 15:00:00,,,,,86,25,4,S,4,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 18:00:00,,,,,92,24,4,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-13 21:00:00,,,,,97,23,4,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 00:00:00,,,,,82,26,3,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 03:00:00,,,,,51,32,1,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 06:00:00,,,,,60,30,3,NE,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 09:00:00,,,,,67,29,1,S,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 12:00:00,23.0,32.0,51.0,97.0,81,26,3,S,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 15:00:00,,,,,83,25,3,S,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 18:00:00,,,,,93,24,1,S,9,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-14 21:00:00,,,,,97,23,1,E,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 00:00:00,,,,,82,26,4,E,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 03:00:00,,,,,57,30,1,E,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 06:00:00,,,,,54,31,1,E,2,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 09:00:00,,,,,62,29,1,S,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 12:00:00,24.0,31.0,54.0,85.0,73,26,1,S,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 15:00:00,,,,,73,26,1,S,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 18:00:00,,,,,85,24,1,S,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-15 21:00:00,,,,,85,24,60,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 00:00:00,,,,,78,26,1,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 03:00:00,,,,,78,26,1,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 06:00:00,,,,,56,31,3,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 09:00:00,,,,,56,31,60,S,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 12:00:00,23.0,31.0,56.0,89.0,72,26,1,S,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 15:00:00,,,,,72,26,1,S,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 18:00:00,,,,,89,23,1,S,8,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-16 21:00:00,,,,,89,23,1,SE,5,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-17 00:00:00,,,,,77,25,1,SE,5,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-17 06:00:00,,,,,58,30,4,SE,5,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-17 12:00:00,24.0,30.0,58.0,84.0,75,26,1,S,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-17 18:00:00,,,,,84,24,3,S,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-18 00:00:00,,,,,80,25,1,SE,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-18 06:00:00,,,,,58,30,1,SE,6,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-18 12:00:00,23.0,30.0,58.0,87.0,73,26,1,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-18 18:00:00,,,,,87,23,3,SE,7,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-19 00:00:00,,,,,79,26,1,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-19 06:00:00,,,,,61,30,60,E,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-19 12:00:00,23.0,30.0,61.0,90.0,75,26,4,S,12,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-19 18:00:00,,,,,90,23,3,S,12,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008025,2024-10-20 00:00:00,,,,,80,25,1,S,3,Bantul,Kab. Bantul,DI Yogyakarta,-7.883,110.332
5008026,2024-10-10 00:00:00,,,,,79,26,1,SW,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 01:00:00,,,,,70,28,1,SW,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 02:00:00,,,,,60,30,1,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 03:00:00,,,,,53,31,1,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 04:00:00,,,,,50,33,1,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 05:00:00,,,,,48,33,1,S,10,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 06:00:00,,,,,49,33,1,S,10,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 07:00:00,,,,,53,31,1,S,10,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 08:00:00,,,,,57,31,1,S,12,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 09:00:00,,,,,62,30,1,S,12,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 10:00:00,,,,,68,28,1,S,12,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 11:00:00,,,,,74,27,0,S,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 12:00:00,22.0,33.0,48.0,97.0,78,26,1,S,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 13:00:00,,,,,82,26,1,S,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 14:00:00,,,,,85,26,1,W,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 15:00:00,,,,,88,26,1,W,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 16:00:00,,,,,91,25,1,W,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 17:00:00,,,,,93,25,1,SW,4,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 18:00:00,,,,,95,24,1,SW,4,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 19:00:00,,,,,97,24,1,SW,4,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 20:00:00,,,,,97,23,1,S,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 21:00:00,,,,,96,23,1,S,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 22:00:00,,,,,96,22,1,S,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-10 23:00:00,,,,,92,23,1,SW,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 00:00:00,,,,,81,25,1,SW,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 01:00:00,,,,,72,27,1,SW,3,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 02:00:00,,,,,61,30,0,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 03:00:00,,,,,53,31,1,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 04:00:00,,,,,50,32,1,SE,6,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 05:00:00,,,,,48,32,1,S,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 06:00:00,,,,,47,32,1,S,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 07:00:00,,,,,47,33,0,S,5,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 08:00:00,,,,,51,32,1,S,15,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 09:00:00,,,,,59,30,1,S,15,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 10:00:00,,,,,65,28,1,S,15,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 11:00:00,,,,,71,27,1,S,7,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
5008026,2024-10-11 12:00:00,23.0,33.0,47.0,91.0,74,26,1,S,7,Berbah,Kab. Sleman,DI Yogyakarta,-7.805,110.443
